-3.2491e-06,0
4.9718e-05,0.0092103
-2.8475e-05,0.018421
-4.5865e-06,0.027631
-3.2492e-05,0.036841
-0.00013164,0.046052
0.00021298,0.055262
-1.9612e-05,0.064472
0.00023247,0.073683
-8.9022e-05,0.082893
-2.5718e-05,0.092103
-0.00013088,0.10131
-8.556e-05,0.11052
9.0204e-05,0.11973
7.5576e-05,0.12894
-8.7547e-05,0.13816
1.5096e-05,0.14737
-4.404e-05,0.15658
8.2765e-05,0.16579
-7.6932e-05,0.175
0.00015558,0.18421
-0.00015504,0.19342
2.9075e-05,0.20263
-0.0001513,0.21184
-7.2565e-05,0.22105
-0.00010756,0.23026
0.00015488,0.23947
-1.6252e-05,0.24868
3.2582e-05,0.25789
-0.00014419,0.2671
-9.6007e-05,0.27631
3.4758e-05,0.28552
-1.0312e-05,0.29473
6.6063e-05,0.30394
0.00011571,0.31315
-9.1939e-05,0.32236
-9.7052e-05,0.33157
4.561e-05,0.34078
-1.2082e-05,0.34999
1.2899e-06,0.3592
-8.8556e-05,0.36841
-9.4859e-05,0.37762
4.468e-05,0.38683
0.00015601,0.39604
-3.4652e-05,0.40525
0.00011082,0.41447
0.00013697,0.42368
0.0001072,0.43289
0.00015164,0.4421
3.5878e-05,0.45131
-0.00016142,0.46052
-8.2377e-05,0.46973
-1.5456e-05,0.47894
-0.00014519,0.48815
-5.242e-05,0.49736
0.00012747,0.50657
-7.8047e-05,0.51578
2.0298e-05,0.52499
2.8128e-05,0.5342
0.00018452,0.54341
-2.5182e-05,0.55262
6.4536e-05,0.56183
-0.00012313,0.57104
-8.7714e-05,0.58025
3.2655e-05,0.58946
5.2435e-05,0.59867
-4.7217e-05,0.60788
2.7473e-05,0.61709
-6.7273e-05,0.6263
5.7425e-05,0.63551
-7.0235e-05,0.64472
2.513e-05,0.65393
3.5241e-05,0.66314
0.00014329,0.67235
-0.00011095,0.68157
2.1376e-05,0.69078
-0.00017264,0.69999
1.2683e-05,0.7092
7.8431e-05,0.71841
-0.00010672,0.72762
-2.0514e-05,0.73683
0.00012286,0.74604
0.00016558,0.75525
2.0492e-07,0.76446
0.00014858,0.77367
-1.5855e-05,0.78288
-8.7394e-05,0.79209
-1.0384e-05,0.8013
-0.00017426,0.81051
-8.2625e-05,0.81972
-6.2122e-05,0.82893
0.00013784,0.83814
2.2255e-05,0.84735
0.00020441,0.85656
4.4513e-05,0.86577
3.5364e-05,0.87498
-2.2373e-05,0.88419
-8.9154e-05,0.8934
1.6947e-05,0.90261
-3.7614e-05,0.91182
-0.00015573,0.92103
5.1494e-05,0.93024
-1.6499e-05,0.93945
2.62e-05,0.94867
-5.204e-05,0.95788
6.854e-05,0.96709
-5.9854e-05,0.9763
3.5579e-05,0.98551
6.6819e-05,0.99472
-1.2535e-05,1.0039
-9.2037e-05,1.0131
2.3864e-05,1.0223
0.00010772,1.0316
-0.0002178,1.0408
1.14e-05,1.05
1.4114e-05,1.0592
3.4995e-05,1.0684
-3.7868e-05,1.0776
3.3818e-05,1.0868
-5.5409e-05,1.096
2.553e-05,1.1052
0.00011481,1.1145
-9.0769e-06,1.1237
-0.00010792,1.1329
-1.0337e-05,1.1421
4.341e-05,1.1513
-2.7022e-05,1.1605
0.00016613,1.1697
-4.4117e-05,1.1789
-4.2508e-05,1.1881
0.00016297,1.1973
2.9864e-05,1.2066
5.3531e-05,1.2158
0.00013336,1.225
-6.5518e-05,1.2342
-1.857e-05,1.2434
8.6949e-05,1.2526
-7.9666e-05,1.2618
2.3886e-05,1.271
-0.00011634,1.2802
5.0932e-05,1.2894
0.00022357,1.2987
-1.6254e-05,1.3079
-4.0227e-05,1.3171
0.00016611,1.3263
-9.38e-05,1.3355
-3.7659e-05,1.3447
-3.279e-06,1.3539
6.07e-05,1.3631
-0.0001089,1.3723
-9.6778e-05,1.3816
3.0444e-05,1.3908
-1.8914e-05,1.4
