0.0056222,0
0.0014413,0.046052
0.02369,0.092103
0.01276,0.13816
0.069403,0.18421
0.081252,0.23026
0.091828,0.27631
0.12691,0.32236
0.14773,0.36841
0.18186,0.41447
0.22849,0.46052
0.27563,0.50657
0.31418,0.55262
0.36617,0.59867
0.382,0.64472
0.4236,0.69078
0.43898,0.73683
0.50341,0.78288
0.5476,0.82893
0.58542,0.87498
0.61657,0.92103
0.64712,0.96709
0.69165,1.0131
0.75223,1.0592
0.75401,1.1052
0.79492,1.1513
0.81338,1.1973
0.86509,1.2434
0.88818,1.2894
0.90714,1.3355
0.92865,1.3816
0.96585,1.4276
0.97715,1.4737
0.99003,1.5197
1.0085,1.5658
1.0381,1.6118
1.0417,1.6579
1.0521,1.7039
1.0663,1.75
1.0694,1.796
1.0691,1.8421
1.0899,1.8881
1.0762,1.9342
1.0905,1.9802
1.112,2.0263
1.0975,2.0723
1.1093,2.1184
1.1058,2.1644
1.1112,2.2105
1.1125,2.2565
1.1024,2.3026
1.0848,2.3486
1.1143,2.3947
1.0962,2.4407
1.1018,2.4868
1.1055,2.5328
1.0815,2.5789
1.1012,2.6249
1.0921,2.671
1.0818,2.7171
1.0728,2.7631
1.0841,2.8092
1.0722,2.8552
1.0686,2.9013
1.0859,2.9473
1.0601,2.9934
1.062,3.0394
1.0455,3.0855
1.0599,3.1315
1.0369,3.1776
1.024,3.2236
1.03,3.2697
1.0094,3.3157
1.0356,3.3618
1.0079,3.4078
1.0194,3.4539
1.0228,3.4999
1.0157,3.546
1.012,3.592
0.99721,3.6381
1.0031,3.6841
1.0108,3.7302
0.99201,3.7762
0.98556,3.8223
0.98937,3.8683
1.0035,3.9144
0.99096,3.9604
0.99483,4.0065
0.9742,4.0525
0.9831,4.0986
0.98313,4.1447
0.97689,4.1907
1.0008,4.2368
0.99914,4.2828
0.97281,4.3289
0.99082,4.3749
0.97859,4.421
0.98659,4.467
0.98878,4.5131
1.0056,4.5591
0.99236,4.6052
0.98234,4.6512
0.99751,4.6973
0.99829,4.7433
0.99128,4.7894
1.0127,4.8354
0.98904,4.8815
0.98656,4.9275
0.99707,4.9736
0.97905,5.0196
0.98843,5.0657
0.98762,5.1117
1.0072,5.1578
1.001,5.2038
1.0005,5.2499
1.0041,5.2959
1.0043,5.342
0.99612,5.388
0.98206,5.4341
0.97983,5.4802
0.99741,5.5262
1.014,5.5723
1.0061,5.6183
1.0086,5.6644
1.0164,5.7104
0.9939,5.7565
0.9927,5.8025
1.0103,5.8486
0.99238,5.8946
1.0218,5.9407
1.0089,5.9867
0.99383,6.0328
0.99662,6.0788
1.0057,6.1249
1.0078,6.1709
1.0125,6.217
1.0043,6.263
0.99083,6.3091
1.002,6.3551
0.98576,6.4012
1.0069,6.4472
1.0069,6.4933
1.0027,6.5393
0.99201,6.5854
1.014,6.6314
1.0112,6.6775
0.99415,6.7235
0.98791,6.7696
1.0113,6.8157
1.0073,6.8617
